Player,y2020-21_Rk,y2020-21_Nation,y2020-21_Pos,y2020-21_Squad,y2020-21_Age,y2020-21_Born,y2020-21_MP,y2020-21_Starts,y2020-21_Min,y2020-21_90s,y2020-21_Gls,y2020-21_Ast,y2020-21_G-PK,y2020-21_PK,y2020-21_PKatt,y2020-21_CrdY,y2020-21_CrdR,y2020-21_Gls/90,y2020-21_Ast/90,y2020-21_G+A/90,y2020-21_G-PK/90,y2020-21_G+A-PK/90,y2020-21_xG,y2020-21_npxG,y2020-21_xA,y2020-21_npxG+xA,y2020-21_xG/90,y2020-21_xA/90,y2020-21_xG+xA/90,y2020-21_npxG/90,y2020-21_npxG+xA/90,y2020-21_Gls.1,y2020-21_Sh,y2020-21_SoT,y2020-21_SoT%,y2020-21_Sh/90,y2020-21_SoT/90,y2020-21_G/Sh,y2020-21_G/SoT,y2020-21_Dist,y2020-21_FK,y2020-21_PK.1,y2020-21_PKatt.1,y2020-21_xG.1,y2020-21_npxG.1,y2020-21_npxG/Sh,y2020-21_G-xG,y2020-21_np:G-xG,y2020-21_Att,y2020-21_Live,y2020-21_Dead,y2020-21_FK.1,y2020-21_TB,y2020-21_Press,y2020-21_Sw,y2020-21_Crs,y2020-21_CK,y2020-21_InCK,y2020-21_OutCK,y2020-21_StrCK,y2020-21_Ground,y2020-21_Low,y2020-21_High,y2020-21_LeftBP,y2020-21_RightBP,y2020-21_HeadBP,y2020-21_TIBP,y2020-21_OtherBP,y2020-21_Cmp,y2020-21_OffOC,y2020-21_OutOC,y2020-21_IntOC,y2020-21_BlocksOC,y2020-21_TotCmp,y2020-21_TotAtt,y2020-21_TotCmp%,y2020-21_TotDist,y2020-21_PrgDist,y2020-21_SrtCmp,y2020-21_SrtAtt,y2020-21_SrtCmp%,y2020-21_MedCmp,y2020-21_MedAtt,y2020-21_MedCmp%,y2020-21_LngCmp,y2020-21_LngAtt,y2020-21_LngCmp%,y2020-21_Ast.1,y2020-21_xA.1,y2020-21_A-xA,y2020-21_KP,y2020-21_P3rd,y2020-21_PPA,y2020-21_CrsPA,y2020-21_Prog,y2020-21_SCA,y2020-21_SCA90,y2020-21_PassLive,y2020-21_PassDead,y2020-21_Drib,y2020-21_Sh2sh,y2020-21_Fld,y2020-21_Def,y2020-21_GCA,y2020-21_GCA90,y2020-21_PassLiveG,y2020-21_PassDeadG,y2020-21_DribG,y2020-21_ShG,y2020-21_FldG,y2020-21_DefG,y2020-21_Tkl,y2020-21_TklW,y2020-21_Def 3rd,y2020-21_Mid 3rd,y2020-21_Att 3rd,y2020-21_TklDbl,y2020-21_AttDbl,y2020-21_Tkl%Dbl,y2020-21_PastDbl,y2020-21_Press.1,y2020-21_PressSucc,y2020-21_Press%,y2020-21_PressDef3rd,y2020-21_PressMid3rd,y2020-21_PressAtt3rd,y2020-21_Blocks,y2020-21_ShBlocks,y2020-21_ShSvBlocks,y2020-21_PassBlocks,y2020-21_Int,y2020-21_Tkl_Int,y2020-21_Clr,y2020-21_Err,y2020-21_CrdY.1,y2020-21_CrdR.1,y2020-21_2CrdY,y2020-21_Fls,y2020-21_Fld.1,y2020-21_Off,y2020-21_Crs.1,y2020-21_Int.1,y2020-21_TklW.1,y2020-21_Pkwon,y2020-21_PKcon,y2020-21_OG,y2020-21_Recov,y2020-21_Won,y2020-21_Lost,y2020-21_Won%,y2019-20_Rk,y2019-20_Nation,y2019-20_Pos,y2019-20_Squad,y2019-20_Age,y2019-20_Born,y2019-20_MP,y2019-20_Starts,y2019-20_Min,y2019-20_90s,y2019-20_Gls,y2019-20_Ast,y2019-20_G-PK,y2019-20_PK,y2019-20_PKatt,y2019-20_CrdY,y2019-20_CrdR,y2019-20_Gls/90,y2019-20_Ast/90,y2019-20_G+A/90,y2019-20_G-PK/90,y2019-20_G+A-PK/90,y2019-20_xG,y2019-20_npxG,y2019-20_xA,y2019-20_npxG+xA,y2019-20_xG/90,y2019-20_xA/90,y2019-20_xG+xA/90,y2019-20_npxG/90,y2019-20_npxG+xA/90,y2019-20_Gls.1,y2019-20_Sh,y2019-20_SoT,y2019-20_SoT%,y2019-20_Sh/90,y2019-20_SoT/90,y2019-20_G/Sh,y2019-20_G/SoT,y2019-20_Dist,y2019-20_FK,y2019-20_PK.1,y2019-20_PKatt.1,y2019-20_xG.1,y2019-20_npxG.1,y2019-20_npxG/Sh,y2019-20_G-xG,y2019-20_np:G-xG,y2019-20_Att,y2019-20_Live,y2019-20_Dead,y2019-20_FK.1,y2019-20_TB,y2019-20_Press,y2019-20_Sw,y2019-20_Crs,y2019-20_CK,y2019-20_InCK,y2019-20_OutCK,y2019-20_StrCK,y2019-20_Ground,y2019-20_Low,y2019-20_High,y2019-20_LeftBP,y2019-20_RightBP,y2019-20_HeadBP,y2019-20_TIBP,y2019-20_OtherBP,y2019-20_Cmp,y2019-20_OffOC,y2019-20_OutOC,y2019-20_IntOC,y2019-20_BlocksOC,y2019-20_TotCmp,y2019-20_TotAtt,y2019-20_TotCmp%,y2019-20_TotDist,y2019-20_PrgDist,y2019-20_SrtCmp,y2019-20_SrtAtt,y2019-20_SrtCmp%,y2019-20_MedCmp,y2019-20_MedAtt,y2019-20_MedCmp%,y2019-20_LngCmp,y2019-20_LngAtt,y2019-20_LngCmp%,y2019-20_Ast.1,y2019-20_xA.1,y2019-20_A-xA,y2019-20_KP,y2019-20_P3rd,y2019-20_PPA,y2019-20_CrsPA,y2019-20_Prog,y2019-20_SCA,y2019-20_SCA90,y2019-20_PassLive,y2019-20_PassDead,y2019-20_Drib,y2019-20_Sh2sh,y2019-20_Fld,y2019-20_Def,y2019-20_GCA,y2019-20_GCA90,y2019-20_PassLiveG,y2019-20_PassDeadG,y2019-20_DribG,y2019-20_ShG,y2019-20_FldG,y2019-20_DefG,y2019-20_Tkl,y2019-20_TklW,y2019-20_Def 3rd,y2019-20_Mid 3rd,y2019-20_Att 3rd,y2019-20_TklDbl,y2019-20_AttDbl,y2019-20_Tkl%Dbl,y2019-20_PastDbl,y2019-20_Press.1,y2019-20_PressSucc,y2019-20_Press%,y2019-20_PressDef3rd,y2019-20_PressMid3rd,y2019-20_PressAtt3rd,y2019-20_Blocks,y2019-20_ShBlocks,y2019-20_ShSvBlocks,y2019-20_PassBlocks,y2019-20_Int,y2019-20_Tkl_Int,y2019-20_Clr,y2019-20_Err,y2019-20_CrdY.1,y2019-20_CrdR.1,y2019-20_2CrdY,y2019-20_Fls,y2019-20_Fld.1,y2019-20_Off,y2019-20_Crs.1,y2019-20_Int.1,y2019-20_TklW.1,y2019-20_Pkwon,y2019-20_PKcon,y2019-20_OG,y2019-20_Recov,y2019-20_Won,y2019-20_Lost,y2019-20_Won%,y2018-19_Rk,y2018-19_Nation,y2018-19_Pos,y2018-19_Squad,y2018-19_Age,y2018-19_Born,y2018-19_MP,y2018-19_Starts,y2018-19_Min,y2018-19_90s,y2018-19_Gls,y2018-19_Ast,y2018-19_G-PK,y2018-19_PK,y2018-19_PKatt,y2018-19_CrdY,y2018-19_CrdR,y2018-19_Gls/90,y2018-19_Ast/90,y2018-19_G+A/90,y2018-19_G-PK/90,y2018-19_G+A-PK/90,y2018-19_xG,y2018-19_npxG,y2018-19_xA,y2018-19_npxG+xA,y2018-19_xG/90,y2018-19_xA/90,y2018-19_xG+xA/90,y2018-19_npxG/90,y2018-19_npxG+xA/90,y2018-19_Gls.1,y2018-19_Sh,y2018-19_SoT,y2018-19_SoT%,y2018-19_Sh/90,y2018-19_SoT/90,y2018-19_G/Sh,y2018-19_G/SoT,y2018-19_Dist,y2018-19_FK,y2018-19_PK.1,y2018-19_PKatt.1,y2018-19_xG.1,y2018-19_npxG.1,y2018-19_npxG/Sh,y2018-19_G-xG,y2018-19_np:G-xG,y2018-19_Att,y2018-19_Live,y2018-19_Dead,y2018-19_FK.1,y2018-19_TB,y2018-19_Press,y2018-19_Sw,y2018-19_Crs,y2018-19_CK,y2018-19_InCK,y2018-19_OutCK,y2018-19_StrCK,y2018-19_Ground,y2018-19_Low,y2018-19_High,y2018-19_LeftBP,y2018-19_RightBP,y2018-19_HeadBP,y2018-19_TIBP,y2018-19_OtherBP,y2018-19_Cmp,y2018-19_OffOC,y2018-19_OutOC,y2018-19_IntOC,y2018-19_BlocksOC,y2018-19_TotCmp,y2018-19_TotAtt,y2018-19_TotCmp%,y2018-19_TotDist,y2018-19_PrgDist,y2018-19_SrtCmp,y2018-19_SrtAtt,y2018-19_SrtCmp%,y2018-19_MedCmp,y2018-19_MedAtt,y2018-19_MedCmp%,y2018-19_LngCmp,y2018-19_LngAtt,y2018-19_LngCmp%,y2018-19_Ast.1,y2018-19_xA.1,y2018-19_A-xA,y2018-19_KP,y2018-19_P3rd,y2018-19_PPA,y2018-19_CrsPA,y2018-19_Prog,y2018-19_SCA,y2018-19_SCA90,y2018-19_PassLive,y2018-19_PassDead,y2018-19_Drib,y2018-19_Sh2sh,y2018-19_Fld,y2018-19_Def,y2018-19_GCA,y2018-19_GCA90,y2018-19_PassLiveG,y2018-19_PassDeadG,y2018-19_DribG,y2018-19_ShG,y2018-19_FldG,y2018-19_DefG,y2018-19_Tkl,y2018-19_TklW,y2018-19_Def 3rd,y2018-19_Mid 3rd,y2018-19_Att 3rd,y2018-19_TklDbl,y2018-19_AttDbl,y2018-19_Tkl%Dbl,y2018-19_PastDbl,y2018-19_Press.1,y2018-19_PressSucc,y2018-19_Press%,y2018-19_PressDef3rd,y2018-19_PressMid3rd,y2018-19_PressAtt3rd,y2018-19_Blocks,y2018-19_ShBlocks,y2018-19_ShSvBlocks,y2018-19_PassBlocks,y2018-19_Int,y2018-19_Tkl_Int,y2018-19_Clr,y2018-19_Err,y2018-19_CrdY.1,y2018-19_CrdR.1,y2018-19_2CrdY,y2018-19_Fls,y2018-19_Fld.1,y2018-19_Off,y2018-19_Crs.1,y2018-19_Int.1,y2018-19_TklW.1,y2018-19_Pkwon,y2018-19_PKcon,y2018-19_OG,y2018-19_Recov,y2018-19_Won,y2018-19_Lost,y2018-19_Won%,y2017-18_Rk,y2017-18_Nation,y2017-18_Pos,y2017-18_Squad,y2017-18_Age,y2017-18_Born,y2017-18_MP,y2017-18_Starts,y2017-18_Min,y2017-18_90s,y2017-18_Gls,y2017-18_Ast,y2017-18_G-PK,y2017-18_PK,y2017-18_PKatt,y2017-18_CrdY,y2017-18_CrdR,y2017-18_Gls/90,y2017-18_Ast/90,y2017-18_G+A/90,y2017-18_G-PK/90,y2017-18_G+A-PK/90,y2017-18_xG,y2017-18_npxG,y2017-18_xA,y2017-18_npxG+xA,y2017-18_xG/90,y2017-18_xA/90,y2017-18_xG+xA/90,y2017-18_npxG/90,y2017-18_npxG+xA/90,y2017-18_Gls.1,y2017-18_Sh,y2017-18_SoT,y2017-18_SoT%,y2017-18_Sh/90,y2017-18_SoT/90,y2017-18_G/Sh,y2017-18_G/SoT,y2017-18_Dist,y2017-18_FK,y2017-18_PK.1,y2017-18_PKatt.1,y2017-18_xG.1,y2017-18_npxG.1,y2017-18_npxG/Sh,y2017-18_G-xG,y2017-18_np:G-xG,y2017-18_Att,y2017-18_Live,y2017-18_Dead,y2017-18_FK.1,y2017-18_TB,y2017-18_Press,y2017-18_Sw,y2017-18_Crs,y2017-18_CK,y2017-18_InCK,y2017-18_OutCK,y2017-18_StrCK,y2017-18_Ground,y2017-18_Low,y2017-18_High,y2017-18_LeftBP,y2017-18_RightBP,y2017-18_HeadBP,y2017-18_TIBP,y2017-18_OtherBP,y2017-18_Cmp,y2017-18_OffOC,y2017-18_OutOC,y2017-18_IntOC,y2017-18_BlocksOC,y2017-18_TotCmp,y2017-18_TotAtt,y2017-18_TotCmp%,y2017-18_TotDist,y2017-18_PrgDist,y2017-18_SrtCmp,y2017-18_SrtAtt,y2017-18_SrtCmp%,y2017-18_MedCmp,y2017-18_MedAtt,y2017-18_MedCmp%,y2017-18_LngCmp,y2017-18_LngAtt,y2017-18_LngCmp%,y2017-18_Ast.1,y2017-18_xA.1,y2017-18_A-xA,y2017-18_KP,y2017-18_P3rd,y2017-18_PPA,y2017-18_CrsPA,y2017-18_Prog,y2017-18_SCA,y2017-18_SCA90,y2017-18_PassLive,y2017-18_PassDead,y2017-18_Drib,y2017-18_Sh2sh,y2017-18_Fld,y2017-18_Def,y2017-18_GCA,y2017-18_GCA90,y2017-18_PassLiveG,y2017-18_PassDeadG,y2017-18_DribG,y2017-18_ShG,y2017-18_FldG,y2017-18_DefG,y2017-18_Tkl,y2017-18_TklW,y2017-18_Def 3rd,y2017-18_Mid 3rd,y2017-18_Att 3rd,y2017-18_TklDbl,y2017-18_AttDbl,y2017-18_Tkl%Dbl,y2017-18_PastDbl,y2017-18_Press.1,y2017-18_PressSucc,y2017-18_Press%,y2017-18_PressDef3rd,y2017-18_PressMid3rd,y2017-18_PressAtt3rd,y2017-18_Blocks,y2017-18_ShBlocks,y2017-18_ShSvBlocks,y2017-18_PassBlocks,y2017-18_Int,y2017-18_Tkl_Int,y2017-18_Clr,y2017-18_Err,y2017-18_CrdY.1,y2017-18_CrdR.1,y2017-18_2CrdY,y2017-18_Fls,y2017-18_Fld.1,y2017-18_Off,y2017-18_Crs.1,y2017-18_Int.1,y2017-18_TklW.1,y2017-18_Pkwon,y2017-18_PKcon,y2017-18_OG,y2017-18_Recov,y2017-18_Won,y2017-18_Lost,y2017-18_Won%
Aaron Connolly\27c01749,104,ie IRL,FW,Brighton,20,2000,17,9,791,8.8,2,1,2,0,0,0,0,0.23,0.11,0.34,0.23,0.34,3.5,3.5,0.2,3.7,0.4,0.02,0.42,0.4,0.42,2,23,8,34.8,2.62,0.91,0.09,0.25,13.7,0,0,0,3.5,3.5,0.15,-1.5,-1.5,101,91,10,0,0,22,1,2,0,0,0,0,64,26,11,11,74,5,0,3,79,0,0,2,4,79,101,78.2,1147,165,45,56,80.4,26,30,86.7,4,5,80.0,1,0.2,0.8,5,2,1,0,3,12,1.37,7,0,3,0,2,0,1,0.11,1,0,0,0,0,0,7,5,2,4,1,1,5,20.0,4,124,40,32.3,7,58,59,9,1,0,8,0,7,1,0,0,0,0,7,16,8,2,0,5,1,0,0,28,11,30,26.8,91.0,ie IRL,FW,Brighton,19.0,2000.0,24.0,14.0,1258.0,14.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.21,0.07,0.29,0.21,0.29,3.2,3.2,0.3,3.5,0.23,0.02,0.25,0.23,0.25,3.0,38.0,13.0,34.2,2.72,0.93,0.08,0.23,15.9,0.0,0.0,0.0,3.2,3.2,0.08,-0.2,-0.2,163.0,148.0,15.0,0.0,1.0,50.0,0.0,7.0,0.0,0.0,0.0,0.0,90.0,52.0,21.0,27.0,107.0,13.0,1.0,6.0,126.0,0.0,1.0,4.0,10.0,126.0,163.0,77.3,1739.0,242.0,76.0,92.0,82.6,31.0,39.0,79.5,7.0,11.0,63.6,1.0,0.3,0.7,6.0,6.0,2.0,0.0,10.0,25.0,1.79,7.0,0.0,3.0,3.0,9.0,3.0,5.0,0.36,1.0,0.0,1.0,1.0,2.0,0.0,12.0,8.0,1.0,5.0,6.0,3.0,12.0,25.0,9.0,234.0,69.0,29.5,14.0,94.0,126.0,8.0,1.0,0.0,7.0,5.0,17.0,1.0,0.0,0.0,0.0,0.0,15.0,37.0,14.0,7.0,5.0,8.0,2.0,0.0,0.0,54.0,14.0,48.0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Cresswell\4f974391,110,eng ENG,DF,West Ham,30,1989,36,36,3170,35.2,0,8,0,0,0,3,0,0.0,0.23,0.23,0.0,0.23,0.9,0.9,5.9,6.9,0.03,0.17,0.19,0.03,0.19,0,19,4,21.1,0.54,0.11,0.0,0.0,24.6,11,0,0,0.9,0.9,0.05,-0.9,-0.9,2061,1617,444,103,2,158,84,91,82,22,51,6,1104,365,592,1607,118,49,259,4,1541,23,35,48,66,1541,2061,74.8,30884,14764,655,736,89.0,616,736,83.7,252,518,48.6,8,5.9,2.1,60,149,24,17,120,96,2.73,48,41,1,4,2,0,14,0.4,5,6,0,2,1,0,31,13,15,14,2,14,34,41.2,20,230,67,29.1,122,90,18,48,14,0,34,36,67,98,0,3,0,0,15,18,0,91,36,13,0,0,0,307,38,30,55.9,95.0,eng ENG,DF,West Ham,29.0,1989.0,31.0,31.0,2727.0,30.3,3.0,0.0,3.0,0.0,0.0,7.0,0.0,0.1,0.0,0.1,0.1,0.1,1.3,1.3,1.8,3.1,0.04,0.06,0.1,0.04,0.1,3.0,18.0,5.0,27.8,0.59,0.17,0.17,0.6,20.1,7.0,0.0,0.0,1.3,1.3,0.07,1.7,1.7,1681.0,1292.0,389.0,45.0,3.0,242.0,38.0,70.0,19.0,11.0,5.0,0.0,796.0,359.0,526.0,1201.0,81.0,41.0,325.0,1.0,1241.0,6.0,41.0,19.0,77.0,1241.0,1681.0,73.8,21630.0,10702.0,619.0,679.0,91.2,473.0,599.0,79.0,131.0,315.0,41.6,0.0,1.8,-1.8,23.0,114.0,22.0,15.0,123.0,46.0,1.52,33.0,6.0,2.0,1.0,4.0,0.0,2.0,0.07,1.0,0.0,1.0,0.0,0.0,0.0,48.0,29.0,25.0,18.0,5.0,24.0,59.0,40.7,35.0,355.0,118.0,33.2,186.0,130.0,39.0,64.0,10.0,0.0,54.0,15.0,63.0,92.0,2.0,7.0,0.0,0.0,23.0,22.0,2.0,70.0,15.0,29.0,0.0,0.0,0.0,295.0,51.0,34.0,60.0,95.0,eng ENG,DF,West Ham,28.0,1989.0,20.0,18.0,1589.0,17.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06,0.06,0.0,0.06,0.5,0.5,0.9,1.4,0.03,0.05,0.08,0.03,0.08,0.0,11.0,0.0,0.0,0.62,0.0,0.0,,23.5,2.0,0.0,0.0,0.5,0.5,0.04,-0.5,-0.5,1070.0,854.0,216.0,16.0,0.0,168.0,18.0,46.0,10.0,0.0,2.0,0.0,642.0,235.0,193.0,787.0,51.0,27.0,190.0,4.0,842.0,2.0,21.0,27.0,44.0,842.0,1070.0,78.7,13627.0,5572.0,453.0,501.0,90.4,307.0,371.0,82.7,64.0,140.0,45.7,1.0,0.9,0.1,16.0,55.0,15.0,5.0,65.0,29.0,1.64,19.0,6.0,0.0,3.0,0.0,1.0,2.0,0.11,0.0,2.0,0.0,0.0,0.0,0.0,30.0,19.0,14.0,12.0,4.0,12.0,28.0,42.9,16.0,216.0,68.0,31.5,129.0,59.0,28.0,45.0,6.0,0.0,39.0,19.0,49.0,60.0,1.0,1.0,0.0,0.0,3.0,14.0,1.0,46.0,19.0,19.0,0.0,0.0,0.0,169.0,22.0,14.0,61.1,106.0,eng ENG,DF,West Ham,27.0,1989.0,36.0,35.0,3069.0,34.1,1.0,3.0,1.0,0.0,0.0,7.0,0.0,0.03,0.09,0.12,0.03,0.12,0.8,0.8,2.8,3.6,0.02,0.08,0.1,0.02,0.1,1.0,21.0,6.0,28.6,0.62,0.18,0.05,0.17,28.1,8.0,0.0,0.0,0.8,0.8,0.04,0.2,0.2,1707.0,1342.0,365.0,88.0,1.0,219.0,83.0,93.0,67.0,35.0,15.0,9.0,893.0,292.0,522.0,1328.0,77.0,61.0,210.0,5.0,1224.0,15.0,44.0,39.0,52.0,1224.0,1707.0,71.7,23519.0,10212.0,560.0,622.0,90.0,472.0,587.0,80.4,183.0,449.0,40.8,3.0,2.8,0.2,35.0,117.0,21.0,14.0,96.0,62.0,1.82,35.0,21.0,1.0,2.0,3.0,0.0,9.0,0.26,6.0,3.0,0.0,0.0,0.0,0.0,38.0,18.0,15.0,18.0,5.0,17.0,32.0,53.1,15.0,358.0,115.0,32.1,181.0,123.0,54.0,57.0,19.0,0.0,38.0,52.0,90.0,133.0,0.0,7.0,0.0,0.0,25.0,17.0,3.0,93.0,52.0,18.0,0.0,0.0,0.0,277.0,69.0,57.0,54.8
Aaron Ramsdale\466fb2c5,386,eng ENG,GK,Sheffield Utd,22,1998,38,38,3420,38.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,1141,727,414,133,0,59,44,0,0,0,0,0,259,35,847,57,829,0,0,125,560,5,47,5,6,560,1141,49.1,24918,19336,57,59,96.6,158,161,98.1,343,917,37.4,0,0.2,-0.2,2,52,0,0,0,8,0.21,7,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8,3,37.5,7,0,1,0,0,0,0,0,0,1,3,1,0,0,1,7,0,0,0,0,0,1,0,183,0,0,,379.0,eng ENG,GK,Bournemouth,21.0,1998.0,37.0,37.0,3330.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1124.0,702.0,422.0,133.0,1.0,107.0,33.0,0.0,0.0,0.0,0.0,0.0,423.0,50.0,651.0,57.0,813.0,1.0,0.0,184.0,648.0,4.0,46.0,3.0,5.0,648.0,1124.0,57.7,21850.0,14848.0,115.0,116.0,99.1,267.0,271.0,98.5,264.0,733.0,36.0,1.0,0.1,0.9,2.0,20.0,0.0,0.0,0.0,3.0,0.08,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,1.0,12.5,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Wan-Bissaka\9e525177,502,eng ENG,DF,Manchester Utd,22,1997,34,34,3060,34.0,2,4,2,0,0,3,0,0.06,0.12,0.18,0.06,0.18,0.9,0.9,2.4,3.3,0.03,0.07,0.1,0.03,0.1,2,8,4,50.0,0.24,0.12,0.25,0.5,15.5,0,0,0,0.9,0.9,0.11,1.1,1.1,2065,1774,291,15,0,222,11,57,0,0,0,0,1511,361,193,80,1641,45,276,4,1775,5,12,51,64,1775,2065,86.0,26841,9551,1008,1094,92.1,665,760,87.5,71,125,56.8,4,2.4,1.6,30,88,33,14,125,57,1.68,50,1,2,1,0,3,8,0.24,8,0,0,0,0,0,97,52,60,30,7,21,40,52.5,19,434,140,32.3,195,169,70,113,17,0,96,66,163,108,0,3,0,0,33,20,1,57,66,52,0,0,0,267,46,35,56.8,492.0,eng ENG,DF,Manchester Utd,21.0,1997.0,35.0,34.0,3070.0,34.1,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.12,0.12,0.0,0.12,0.9,0.9,2.9,3.7,0.03,0.08,0.11,0.03,0.11,0.0,9.0,1.0,11.1,0.26,0.03,0.0,0.0,17.3,0.0,0.0,0.0,0.9,0.9,0.1,-0.9,-0.9,2064.0,1680.0,384.0,16.0,0.0,299.0,16.0,71.0,0.0,0.0,0.0,0.0,1334.0,407.0,323.0,79.0,1558.0,43.0,368.0,2.0,1676.0,5.0,23.0,35.0,94.0,1676.0,2064.0,81.2,24885.0,9484.0,986.0,1087.0,90.7,572.0,707.0,80.9,77.0,154.0,50.0,4.0,2.9,1.1,26.0,106.0,20.0,10.0,143.0,47.0,1.38,40.0,2.0,5.0,0.0,0.0,0.0,6.0,0.18,5.0,0.0,1.0,0.0,0.0,0.0,138.0,65.0,82.0,48.0,8.0,45.0,73.0,61.6,28.0,611.0,176.0,28.8,306.0,228.0,77.0,101.0,14.0,0.0,87.0,49.0,187.0,108.0,0.0,8.0,0.0,0.0,28.0,24.0,1.0,71.0,49.0,65.0,0.0,1.0,0.0,302.0,28.0,24.0,53.8,479.0,eng ENG,DF,Crystal Palace,20.0,1997.0,35.0,35.0,3134.0,34.8,0.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.09,0.09,0.0,0.09,0.4,0.4,1.9,2.3,0.01,0.05,0.07,0.01,0.07,0.0,9.0,0.0,0.0,0.26,0.0,0.0,,17.1,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4,1520.0,1177.0,343.0,6.0,3.0,218.0,13.0,43.0,0.0,0.0,0.0,0.0,847.0,348.0,325.0,106.0,1022.0,38.0,337.0,0.0,1148.0,3.0,17.0,46.0,73.0,1148.0,1520.0,75.5,17031.0,8310.0,688.0,777.0,88.5,367.0,488.0,75.2,66.0,163.0,40.5,3.0,1.9,1.1,14.0,81.0,26.0,10.0,118.0,40.0,1.15,31.0,3.0,5.0,1.0,0.0,0.0,7.0,0.2,4.0,1.0,1.0,1.0,0.0,0.0,139.0,63.0,101.0,32.0,6.0,37.0,55.0,67.3,18.0,650.0,163.0,25.1,463.0,135.0,52.0,105.0,20.0,0.0,85.0,91.0,230.0,168.0,1.0,4.0,1.0,0.0,25.0,21.0,3.0,43.0,91.0,63.0,0.0,1.0,0.0,288.0,31.0,34.0,47.7,498.0,eng ENG,DF,Crystal Palace,19.0,1997.0,7.0,7.0,627.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,286.0,220.0,66.0,0.0,0.0,28.0,1.0,13.0,0.0,0.0,0.0,0.0,139.0,65.0,82.0,15.0,189.0,11.0,66.0,0.0,201.0,0.0,7.0,7.0,12.0,201.0,286.0,70.3,3112.0,1747.0,109.0,129.0,84.5,77.0,105.0,73.3,10.0,35.0,28.6,0.0,0.4,-0.4,3.0,18.0,4.0,3.0,22.0,7.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,18.0,21.0,6.0,4.0,5.0,9.0,55.6,4.0,101.0,36.0,35.6,67.0,24.0,10.0,35.0,7.0,0.0,28.0,13.0,44.0,40.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,13.0,13.0,18.0,0.0,0.0,0.0,49.0,10.0,11.0,47.6
